1.000000000000000000e+00,9.840734004974365234e-01,1.137254238128662109e+00,1.140336513519287109e+00,1.653015494346618652e+00,-1.597532778978347778e-01,-1.251966953277587891e+00,1.839454889297485352e+00,8.023716807365417480e-01,1.612260222434997559e+00,2.679550945758819580e-01,1.352032780647277832e+00,1.524287343025207520e+00,1.000452280044555664e+00,1.757521390914916992e+00,1.367343187332153320e+00,1.666104078292846680e+00,1.071759581565856934e+00,2.643260061740875244e-01
0.000000000000000000e+00,7.402588129043579102e-01,9.846789836883544922e-01,-5.162274837493896484e-01,1.153427720069885254e+00,2.064896980300545692e-03,1.267412662506103516e+00,2.877910733222961426e-01,3.509621322154998779e-01,4.319773912429809570e-01,1.095101311802864075e-01,8.767091631889343262e-01,5.202366113662719727e-01,5.265770554542541504e-01,3.340511620044708252e-01,8.846313357353210449e-01,3.348965942859649658e-01,1.402606606483459473e+00,9.696209803223609924e-03
1.000000000000000000e+00,3.453247785568237305e+00,1.740875393152236938e-01,1.338485598564147949e+00,1.474800825119018555e+00,-7.084598541259765625e-01,7.281439006328582764e-02,2.470724105834960938e+00,-6.522879004478454590e-01,3.335652828216552734e+00,-2.088186979293823242e+00,2.483416557312011719e+00,3.352656841278076172e+00,1.197994470596313477e+00,3.732281208038330078e+00,2.454541683197021484e+00,3.253160953521728516e+00,6.635280847549438477e-01,4.973050057888031006e-01
1.000000000000000000e+00,1.494923710823059082e+00,-7.419595122337341309e-01,1.553642749786376953e+00,1.493000626564025879e+00,-1.477316141128540039e+00,-1.315159320831298828e+00,2.304529190063476562e+00,1.455335736274719238e+00,6.495681405067443848e-01,2.254088163375854492e+00,1.369648337364196777e+00,9.782562255859375000e-01,6.338105201721191406e-01,8.049793839454650879e-01,9.176828861236572266e-01,9.343713521957397461e-01,9.207347631454467773e-01,2.468280047178268433e-01
0.000000000000000000e+00,9.480097889900207520e-01,4.268441498279571533e-01,-1.396205276250839233e-01,7.526955604553222656e-01,3.730075955390930176e-01,1.033177018165588379e+00,7.472922205924987793e-01,1.621811032295227051e+00,9.759739041328430176e-01,-3.588729202747344971e-01,7.301114201545715332e-01,1.002011775970458984e+00,1.217867374420166016e+00,1.219125509262084961e+00,7.304063439369201660e-01,9.174753427505493164e-01,8.322599530220031738e-01,4.689820110797882080e-01
0.000000000000000000e+00,8.878899216651916504e-01,-1.606384515762329102e+00,-4.306450784206390381e-01,1.093845725059509277e+00,-1.552909135818481445e+00,1.628149151802062988e+00,6.521235108375549316e-01,5.047510266304016113e-01,9.767321348190307617e-01,-2.030385285615921021e-01,8.044958114624023438e-01,8.935786485671997070e-01,9.856573343276977539e-01,1.316912293434143066e+00,8.222648501396179199e-01,1.005911350250244141e+00,1.079019665718078613e+00,5.313109979033470154e-02
0.000000000000000000e+00,5.773099660873413086e-01,6.043070554733276367e-01,-1.223294019699096680e+00,5.562788844108581543e-01,4.516156911849975586e-01,-6.615883708000183105e-01,9.223486781120300293e-01,7.059072852134704590e-01,1.384559154510498047e+00,-6.102539300918579102e-01,4.765137732028961182e-01,9.992203116416931152e-01,1.860802292823791504e+00,2.029205322265625000e+00,5.289151668548583984e-01,1.511897325515747070e+00,1.556377291679382324e+00,5.479009747505187988e-01
0.000000000000000000e+00,4.888425469398498535e-01,3.141634762287139893e-01,9.942441582679748535e-01,7.340842485427856445e-01,-4.088740348815917969e-01,-1.531245112419128418e-01,5.805602669715881348e-01,-1.351254701614379883e+00,8.714925050735473633e-01,-2.578498721122741699e-01,5.303397774696350098e-01,7.144632339477539062e-01,1.195479869842529297e+00,1.292659997940063477e+00,5.542995333671569824e-01,9.706797599792480469e-01,1.338896393775939941e+00,1.534460019320249557e-02
0.000000000000000000e+00,6.671612262725830078e-01,1.780435085296630859e+00,-5.254538059234619141e-01,8.520867824554443359e-01,2.033434957265853882e-01,1.176212787628173828e+00,2.583751678466796875e-01,1.151510000228881836e+00,2.168804220855236053e-02,6.846895068883895874e-02,8.981806635856628418e-01,4.665568768978118896e-01,4.609535932540893555e-01,0.000000000000000000e+00,9.050191044807434082e-01,2.860240936279296875e-01,1.355620622634887695e+00,8.921319991350173950e-02
0.000000000000000000e+00,3.155933141708374023e+00,2.099611997604370117e+00,6.833450794219970703e-01,3.971020698547363281e+00,-6.648579239845275879e-01,-9.332116842269897461e-01,8.138876557350158691e-01,-1.212441563606262207e+00,6.052708625793457031e-01,-4.805586636066436768e-01,7.735473155975341797e+00,1.826796770095825195e+00,2.095642685890197754e-01,1.075756907463073730e+00,7.762553691864013672e+00,1.557152032852172852e+00,6.184268593788146973e-01,2.060570009052753448e-02
